fig|6666666.540620.peg.8463	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8462	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8461	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8460	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8459	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8458	144.1	Streptomyces sp. CC226D	lanthipeptide	lanthipeptide	carbapenem MM4550	6
fig|6666666.540620.peg.8117	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8116	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8115	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8114	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8113	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8112	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8111	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8110	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8109	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8108	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.8107	25.1	Streptomyces sp. CC226D	ectoine	ectoine	ectoine	100
fig|6666666.540620.peg.7396	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7395	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7394	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7393	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7392	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7391	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7390	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7389	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7388	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7387	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7386	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7385	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7384	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7383	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7382	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7381	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7380	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7379	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7378	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7377	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7376	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7375	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7374	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7373	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7372	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7371	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7370	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7369	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7368	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7367	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7366	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7365	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7364	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7363	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7362	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7361	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7360	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7359	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7358	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7357	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.7356	201.1	Streptomyces sp. CC226D	NRPS	NRPS	heterobactin A / heterobactin S2	63
fig|6666666.540620.peg.6908	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6907	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6906	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6905	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6904	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6903	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6902	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6901	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6900	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6899	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6898	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6897	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6896	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6895	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6894	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6893	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6892	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6891	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6890	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6889	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6888	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6887	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6886	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6885	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6884	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6883	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6882	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6881	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6880	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6879	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6878	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6877	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6876	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6875	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6874	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6873	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6872	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6871	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6870	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6869	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6868	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6867	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6866	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6865	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6864	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6863	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6862	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6861	210.3	Streptomyces sp. CC226D	NRPS	NRPS	amychelin	12
fig|6666666.540620.peg.6837	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6836	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6835	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6834	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6833	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6832	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6831	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6830	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6829	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6828	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6827	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6826	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6825	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6824	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6823	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6822	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6821	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6820	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6819	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6818	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6817	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6816	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6815	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6814	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6813	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6812	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6811	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6810	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6809	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6808	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6807	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6806	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6805	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6804	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6803	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6802	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6801	210.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like	BD-12	7
fig|6666666.540620.peg.6703	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6702	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6701	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6700	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6699	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6698	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6697	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6696	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6695	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6694	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6693	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6692	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6691	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6690	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6689	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6688	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6687	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6686	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6685	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6684	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6683	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6682	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6681	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6680	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6679	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6678	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6677	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6676	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6675	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6674	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6673	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6672	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6671	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6670	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6669	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6668	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6667	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6666	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6665	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6664	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6663	210.1	Streptomyces sp. CC226D	hglE-KS	hglE-KS	enterocin	15
fig|6666666.540620.peg.6106	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6105	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6104	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6103	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6102	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6101	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6100	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6099	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6098	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6097	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6096	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6095	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6094	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6093	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6092	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6091	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6090	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6089	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6088	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6087	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6086	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6085	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6084	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6083	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6082	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6081	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6080	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6079	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6078	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6077	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6076	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6075	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6074	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6073	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6072	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6071	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6070	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.6069	140.1	Streptomyces sp. CC226D	T1PKS	NRPS	enduracidin	8
fig|6666666.540620.peg.5901	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5900	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5899	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5898	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5897	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5896	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5895	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5894	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5893	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5892	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5891	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5890	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5889	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5888	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5887	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5886	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5885	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5884	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5883	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5882	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5881	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5880	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5879	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5878	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5877	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5876	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5875	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5874	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5873	205.1	Streptomyces sp. CC226D	T1PKS	T1PKS		
fig|6666666.540620.peg.5723	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5722	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5721	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5720	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5719	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
