fig|6666666.540227.peg.1904	CuatroCienegas	26.2	Nocardia sp. CC227C	terpene	terpene		
fig|6666666.540227.peg.1903	CuatroCienegas	26.2	Nocardia sp. CC227C	terpene	terpene		
fig|6666666.540227.peg.1902	CuatroCienegas	26.2	Nocardia sp. CC227C	terpene	terpene		
fig|6666666.540227.peg.1809	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1808	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1807	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1806	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1805	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1804	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1803	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1802	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1801	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1800	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1799	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1798	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1797	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1796	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1795	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1794	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1793	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1792	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1791	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1790	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1789	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1788	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1787	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1786	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1785	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1784	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1783	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1782	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1781	CuatroCienegas	26.1	Nocardia sp. CC227C	NRPS-like	NRPS-like		
fig|6666666.540227.peg.1402	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1401	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1400	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1399	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1398	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1397	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1396	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1395	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1394	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1393	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1392	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1391	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1390	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1389	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1388	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1387	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1386	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1385	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1384	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1383	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1382	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1381	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1380	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1379	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1378	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1377	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1376	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1375	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1374	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1373	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1372	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1371	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1370	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1369	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1368	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1367	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1366	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1365	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1364	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1363	CuatroCienegas	43.1	Nocardia sp. CC227C	NRPS	NRPS		
fig|6666666.540227.peg.1084	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1083	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1082	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1081	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1080	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1079	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1078	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1077	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1076	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1075	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1074	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1073	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1072	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1071	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1070	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1069	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1068	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1067	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1066	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1065	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1064	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1063	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1062	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1061	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1060	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1059	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1058	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1057	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1056	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|6666666.540227.peg.1055	CuatroCienegas	24.1	Nocardia sp. CC227C	T1PKS	T1PKS		
fig|1823.7.rna.58	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.rna.36	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.974	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.973	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.972	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.971	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.970	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.969	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.968	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.967	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.966	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.965	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.964	CuatroCienegas	140.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	heterobactin A / heterobactin S2	36
fig|1823.7.peg.946	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.945	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.944	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.943	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.942	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.941	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.940	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.939	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.938	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.937	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.936	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.935	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.934	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.933	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.932	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.931	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.930	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.929	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.928	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.927	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.926	CuatroCienegas	272.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	siderophore	ficellomycin	3
fig|1823.7.peg.7546	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7545	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7544	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7543	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7542	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7541	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7540	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7539	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7538	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7537	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7536	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7535	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7534	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7533	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7532	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7531	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7530	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7529	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7528	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7527	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7526	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7525	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7524	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7523	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7522	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7521	CuatroCienegas	2.1	Nocardia otitidiscaviarum sp. CC201C	bacteriocin	NRPS		
fig|1823.7.peg.7431	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7430	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7429	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7428	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7427	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7426	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7425	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7424	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7423	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7422	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7421	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7420	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7419	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7418	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7417	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7416	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7415	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7414	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7413	CuatroCienegas	183.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nocobactin NA	37
fig|1823.7.peg.7328	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7327	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7326	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7325	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7324	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7323	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7322	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7321	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7320	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7319	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7318	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7317	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7316	CuatroCienegas	437.1	Nocardia otitidiscaviarum sp. CC201C	T1PKS	T1PKS	friulimicin A / friulimicin B / friulimicin C / friulimicin D	6
fig|1823.7.peg.7262	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7261	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7260	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7259	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7258	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7257	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7256	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7255	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7254	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7253	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7252	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7251	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7250	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7249	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7248	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7247	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7246	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7245	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7244	CuatroCienegas	37.1	Nocardia otitidiscaviarum sp. CC201C	hglE-KS	hglE-KS		
fig|1823.7.peg.7242	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7241	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7240	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7239	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7238	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7237	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7236	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7235	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7234	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7233	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7232	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7231	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
